"y_lag1","kilian_lag1","delta_stock_lag1","cpi_lag1","prod_lag1"
-16.7,-18.50519,-8.848,-0.0014895846082954,-0.0157239799917424
-12.56,-39.66534,49.501,0.000854726299673203,-0.0385789912812342
-27.5,-100.190723,55.234,-0.00863561639955801,0.0452543012651194
-19.3,-77.236708,23.197,-0.0178640940928183,-0.0496464797997973
-16.19,-8.74591599999999,19.973,-0.00826760505408153,0.0280699415586891
0.590000000000003,19.637261,44.715,0.0025275743322668,-0.0194841847867426
-2.62,69.448185,-9.196,0.0036360422314452,-0.0990331084342486
8.84999999999999,7.793631,34.638,-0.000987770541272859,0.106055201668029
1.71,-16.505383,4.497,0.00100657575219731,-0.0363240928555797
9.38,42.613994,-30.033,0.00147041233264744,0.0322682941659398
10.61,40.226729,45.166,0.00826535985544119,-0.0302820672208419
-5.49,-12.654013,-16.559,-0.000298009855155712,0.0309008507255015
6.89999999999999,-22.653689,-25.348,0.00334285979087934,-0.00410065723936803
-1.64,-13.310771,-6.303,0.00192902546683626,-0.0218935598460508
6.31,15.396838,3.501,0.00299743499858529,0.0334711172881175
2.27,35.960748,36.262,0.00334299654493098,-0.0395412755430176
-3.52,-9.71676000000001,-48.066,0.000520041154797646,0.0216293111908659
3.86,-11.901243,62.79,0.000648521875846519,-0.00106722116188784
-1.94,-16.541672,1.727,-0.000952229876745037,-0.099267966524863
4.81,18.159564,40.74,0.000331313245896858,0.104164829100286
3.09,-5.10607899999999,52.468,0.000230014077875929,-0.0354927393060382
-10.55,23.428871,-8.109,-0.000519907164575173,0.0294595075325041
1.60000000000001,-21.53476,-0.707,-0.000418882877728066,-0.0376659837665869
0.97999999999999,-48.062662,16.059,0.00186750866135821,0.0371179206815402
0.280000000000001,24.18117,29.128,0.00146029672723902,-0.000482678351710675
-1.36,11.159754,-15.769,0.00161394631065725,-0.0263587071155165
6.65000000000001,-1.142287,46.385,0.00347579870179526,0.00814439707744619
2.36,-14.952705,-32.151,0.00253063685923394,-0.00711318511532077
4.90000000000001,-13.58171,-23.956,0.00400853143884916,0.0405997834531355
0.019999999999996,-37.291853,-1.191,0.003237794880806,0.00313785055589122
-0.590000000000003,-17.237277,33.064,0.00320931925142531,-0.0994386189059906
14.28,23.092705,36.408,0.00516021138565659,0.0792467374690098
6.67,-10.890344,23.138,0.00468311604905569,-0.030139011730121
-8.63,0.545949,-6.126,0.00317666379111969,0.0288360868378827
-4.64,5.971113,-24.776,0,-0.0214573407629004
1.03999999999999,-4.935067,-22.292,0.0026166105186638,0.0286017942590444
-10.97,1.408357,-32.154,0.00314949728891101,-0.0437118953475935
-0.810000000000002,28.237336,9.626,0.00216919345588362,0.0131142092664813
0.799999999999997,11.974389,12.548,0.000674979676975163,0.0397432442761882
10.84,-12.171197,14.196,0.00184614488049473,-0.0165497422078413
1.40000000000001,1.951196,-23.403,0.000237680241968796,-0.0247051198361561
1.70999999999999,-58.774113,42.481,0.00272049215726167,0.0692653416939866
1.93000000000001,-39.203962,17.501,0.00213516503686773,-0.0592119093204886
3.95999999999999,20.047115,47.038,0.00209128213139831,0.0723275182893115
-2.84,17.235964,40.85,0.00165941076607456,-0.0251642458399566
-8.66,7.987964,26.708,-0.00207032177028221,0.0225967336032955
-12.36,-15.860129,14.904,-0.000826704797574074,-0.0864887594970511
5.60000000000001,12.091378,-1.969,0.000288768230500835,0.0862424375357023
6.22999999999999,-33.241084,-6.961,0.00579271774312318,0.00369391796943042
0.38000000000001,-7.639167,15.577,0.00475991986345825,-0.0554445510093071
-5.02000000000001,29.688837,7.398,0.00269316475440018,0.0615091422792169
-2.95999999999999,7.64134600000001,20.015,-0.00168075617407748,-0.0337414487604342
1.33,-17.840545,-42.202,-0.000121088935646441,0.0280438218984163
6.90000000000001,-10.506516,33.471,0.00197882976647978,0.0176413817236636
0.549999999999997,-3.759449,5.969,0.00541523784895492,-0.134477124321597
-2.37,16.664029,35.449,-0.00281587997395238,0.133703728905722
-0.920000000000002,0.135157999999997,34.269,-0.00209016213434055,-0.0237579493430005
2.49000000000001,-2.497349,20.541,0.000414069750788393,0.0339913107560239
1.25999999999999,9.883567,-16.651,0.00237757952195494,-0.0363664507747856
8.90000000000001,17.716919,-27.897,0.00195553898719592,0.0429997305920846
1.89999999999999,-3.24143100000001,5.114,0.00238444563137108,-0.0029755300595653
-0.279999999999987,43.5961265,46.324,0.000376873666131594,-0.0435045016177629
-5.75,11.4979255,49.208,0.000535087863489991,0.0285854315729921
-6.68000000000001,-18.9187161,-11.231,0.00184279044557734,-0.0564224790954313
3.77,33.3501681,-34.559,0.00264067949336599,0.0613003420486553
-3.00999999999999,-39.22941,12.817,0.00242124171757485,0.000236297101173122
6.19999999999999,-25.544212,21.026,0.00110017320770073,-0.0922814211994041
-0.019999999999996,26.3562039,34.197,0.00203997314024917,0.0911700722403488
1.27,-35.0686819,4.973,0.00186245016756281,-0.0332145144443388
0.110000000000014,-5.317844,32.643,0.00190119748174045,0.0362683111425834
3.61,-8.365754,-11.807,0.0013202602787965,-0.0329351613257209
-2.2,-13.55807,0.071,0.00112485240275095,0.0332928026781918
-7.05,16.555846,-9.015,-0.000160014148960386,-0.00339809987414164
-3.33000000000001,18.231576,25.771,7.15884422870516e-05,-0.0251495798302219
-8.80999999999999,-1.77222099999999,55.531,-0.000197933490782454,0.0359390304662721
-8.61,19.416052,1.475,-0.00188443458454213,-0.0339745512332197
